Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal,Impediment,Comments,Prompts,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Item Work in Progress","Team Flow Accelerators Metrics",5/1/2023 12:00 AM,7,1,0,0.000000,Metrics,"Time to Market",N,N,"","","More","Starting",1,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","Includes rich conversation, backlog item (i.e., User Stories) writing, decomposition, team-based estimation (i.e., planning poker), and progressive elaboration on acceptance criteria and quality assurance","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","Dependencies are called out and recorded","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","Surfaces ambiguity, risk, and the need for research spikes","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","Is attended by the right people to progressively elaborate and decompose backlog items (i.e., User Stories)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","There is a lack of activity that enables the team to create a shared understanding of upcoming backlog items (i.e., User Stories)","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","Ongoing activity that occurs on cadence","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","Used as not only a requirement activity but also a planning activity","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.750000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Our backlog refinement process has evolved significantly, even without a formal 'Definition of Ready.' We've made strides in addressing uncertainties and identifying potential risks early on, which has improved our planning sessions. The team's collaborative efforts in refining backlog items have resulted in a more structured approach, enhancing our ability to manage tasks effectively and maintain a steady workflow.; 05/01/2023 Team Member: Our backlog refinement process has matured significantly, with improved collaboration and foresight in identifying dependencies and potential risks, thus enhancing our planning accuracy.; 05/01/2023 Team Member: After attending the org wide workshops, our backlog refinement process has significantly improved. This progress has minimized last-minute surprises and enhanced our sprint planning efficiency. However, we still lack a well-defined 'definition of ready,' which could ensure that backlog items are thoroughly prepared before entering development, further elevating our process and output quality.; 05/01/2023 Team Member: The backlog refinement process has become more effective, with incorporating design requirements and early identification of potential usability issues before development starts.; 05/01/2023 Team Member: Our backlog refinement process has matured, and the team now engages in deeper discussions, effectively identifying risks and dependencies early in the planning stages.; 05/01/2023 Team Member: The refinement process has matured, emphasizing early risk and dependency management, which aids in preparing comprehensive test plans.)","Time boxes are used for backlog items (i.e., User Stories) Refinement to avoid analysis paralysis","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",5/1/2023 12:00 AM,8,6,0,3.000000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"","","The team is no more than ten people, including roles (i.e., Product Owner, Scrum Master) beyond Team Member","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",5/1/2023 12:00 AM,8,6,0,3.000000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"","","Extended team members share the same goals (i.e., iteration goal)","Adapting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",5/1/2023 12:00 AM,8,6,0,3.000000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"","","The team is a long-lived, durable team that is rarely disbanded","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",5/1/2023 12:00 AM,8,6,0,3.000000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"","","The team has shared specialists (i.e., UX, DBAs ) assigned as extended team members to engage when needed so they can create a potentially shippable product at the end of an iteration","Adapting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",5/1/2023 12:00 AM,8,6,0,3.000000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"","","The team has the minimal functional skills (i.e., Dev, QA ) to create a potentially shippable product at the end of an iteration (i.e., sprint)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",5/1/2023 12:00 AM,8,6,0,3.000000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"","","The team lacks the cross-functionality, size, and durability required for a high-performing team who can create a potentially shippable product increment at the end of an Iteration (i.e., Sprint)","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",5/1/2023 12:00 AM,8,6,0,3.000000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"","","The team has the minimal cross-component skills (i.e., front end, middle tier, back end) to create a potentially shippable product at the end of an iteration (i.e., sprint)","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",5/1/2023 12:00 AM,6,15,0,3.000000,Metrics,"Customer Satisfaction",N,N,"05/01/2023 Team Member: Impressive progress building dashboards with our job needs in mind.; 05/01/2023 Team Member: The future dashboards vision is much more clear, and the roadmap is an added bonus. Continued focus on quality data will further boost our satisfaction. We have to trust that the data is correct.; 05/01/2023 Team Member: The product vision is clearer now, and the roadmap quarterly updates are helpful. More frequent updates on would be appreciated.; 05/01/2023 Team Member: Great strides in the org dashboard & data strategy. The team's efforts in aligning with our needs are evident and appreciated.","","4","Optimizing",4,26.67
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",5/1/2023 12:00 AM,6,15,0,3.000000,Metrics,"Customer Satisfaction",N,N,"05/01/2023 Team Member: Impressive progress building dashboards with our job needs in mind.; 05/01/2023 Team Member: The future dashboards vision is much more clear, and the roadmap is an added bonus. Continued focus on quality data will further boost our satisfaction. We have to trust that the data is correct.; 05/01/2023 Team Member: The product vision is clearer now, and the roadmap quarterly updates are helpful. More frequent updates on would be appreciated.; 05/01/2023 Team Member: Great strides in the org dashboard & data strategy. The team's efforts in aligning with our needs are evident and appreciated.","","0","Starting",15,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",5/1/2023 12:00 AM,6,15,0,3.000000,Metrics,"Customer Satisfaction",N,N,"05/01/2023 Team Member: Impressive progress building dashboards with our job needs in mind.; 05/01/2023 Team Member: The future dashboards vision is much more clear, and the roadmap is an added bonus. Continued focus on quality data will further boost our satisfaction. We have to trust that the data is correct.; 05/01/2023 Team Member: The product vision is clearer now, and the roadmap quarterly updates are helpful. More frequent updates on would be appreciated.; 05/01/2023 Team Member: Great strides in the org dashboard & data strategy. The team's efforts in aligning with our needs are evident and appreciated.","","3","Adapting",11,73.34
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",5/1/2023 12:00 AM,6,15,0,3.000000,Metrics,"Customer Satisfaction",N,N,"05/01/2023 Team Member: Impressive progress building dashboards with our job needs in mind.; 05/01/2023 Team Member: The future dashboards vision is much more clear, and the roadmap is an added bonus. Continued focus on quality data will further boost our satisfaction. We have to trust that the data is correct.; 05/01/2023 Team Member: The product vision is clearer now, and the roadmap quarterly updates are helpful. More frequent updates on would be appreciated.; 05/01/2023 Team Member: Great strides in the org dashboard & data strategy. The team's efforts in aligning with our needs are evident and appreciated.","","1","Developing",15,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",5/1/2023 12:00 AM,6,15,0,3.000000,Metrics,"Customer Satisfaction",N,N,"05/01/2023 Team Member: Impressive progress building dashboards with our job needs in mind.; 05/01/2023 Team Member: The future dashboards vision is much more clear, and the roadmap is an added bonus. Continued focus on quality data will further boost our satisfaction. We have to trust that the data is correct.; 05/01/2023 Team Member: The product vision is clearer now, and the roadmap quarterly updates are helpful. More frequent updates on would be appreciated.; 05/01/2023 Team Member: Great strides in the org dashboard & data strategy. The team's efforts in aligning with our needs are evident and appreciated.","","2","Emerging",15,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Focus on Quality","Team Product Agility",5/1/2023 12:00 AM,8,6,0,0.611100,Engineering,"Reliability; Predictability",N,N,"05/01/2023 Team Member: With QA practices integrated early in development, our commitment to delivering a reliable, high-quality product has strengthened.","","The team has dedicated QA-skilled people (i.e., testers)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Focus on Quality","Team Product Agility",5/1/2023 12:00 AM,8,6,0,0.611100,Engineering,"Reliability; Predictability",N,N,"05/01/2023 Team Member: With QA practices integrated early in development, our commitment to delivering a reliable, high-quality product has strengthened.","","Testing is part of the backlog item (i.e., User Story) Definition of Done","Developing",5,83.34
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Focus on Quality","Team Product Agility",5/1/2023 12:00 AM,8,6,0,0.611100,Engineering,"Reliability; Predictability",N,N,"05/01/2023 Team Member: With QA practices integrated early in development, our commitment to delivering a reliable, high-quality product has strengthened.","","There is a lack of whole-team commitment to quality and the ability to include it in each step of the process, preventing them from having a reliable, potentially shippable product","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Planning","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.000000,Process,"Responsiveness; Predictability",N,N,"","","The plan for the upcoming Iteration aligns with a specific goal (i.e., sprint goal)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Planning","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.000000,Process,"Responsiveness; Predictability",N,N,"","","The team lacks the ability to plan small product increments on cadence and enable change","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Planning","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.000000,Process,"Responsiveness; Predictability",N,N,"","","Iteration Planning occurs on cadence; at the beginning of every Iteration (i.e., sprint)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",5/1/2023 12:00 AM,8,6,0,2.000000,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"05/01/2023 Team Member: Sprint reviews are more interactive, with agendas sent ahead of time and active stakeholder participation, which helps us elaborate on future work.","","The team is introduced and provided the opportunity to share their challenges and leanings","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",5/1/2023 12:00 AM,8,6,0,2.000000,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"05/01/2023 Team Member: Sprint reviews are more interactive, with agendas sent ahead of time and active stakeholder participation, which helps us elaborate on future work.","","Stakeholders from all levels attend and are highly engaged","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",5/1/2023 12:00 AM,8,6,0,2.000000,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"05/01/2023 Team Member: Sprint reviews are more interactive, with agendas sent ahead of time and active stakeholder participation, which helps us elaborate on future work.","","Showcases the most compelling backlog items (i.e., User Stories) in support of the Iteration (i.e., Sprint) goals","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",5/1/2023 12:00 AM,8,6,0,2.000000,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"05/01/2023 Team Member: Sprint reviews are more interactive, with agendas sent ahead of time and active stakeholder participation, which helps us elaborate on future work.","","The team lacks the ability to inspect the outcome of an iteration, solicit feedback, and determine future adjustments","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",5/1/2023 12:00 AM,8,6,0,2.000000,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"05/01/2023 Team Member: Sprint reviews are more interactive, with agendas sent ahead of time and active stakeholder participation, which helps us elaborate on future work.","","Reviews occur at the end of the Iteration (i.e., Sprint)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",5/1/2023 12:00 AM,8,6,0,2.000000,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"05/01/2023 Team Member: Sprint reviews are more interactive, with agendas sent ahead of time and active stakeholder participation, which helps us elaborate on future work.","","A compelling agenda is sent out a week in advance, enticing stakeholders to attend","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",5/1/2023 12:00 AM,8,6,0,2.000000,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"05/01/2023 Team Member: Sprint reviews are more interactive, with agendas sent ahead of time and active stakeholder participation, which helps us elaborate on future work.","","The Review is more focused on demonstrating working software and the team's accomplishments than presenting PowerPoints","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Learning Culture","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.500000,Improvement,"Time to Market; Employee Satisfaction; Innovation",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Structured learning has broadened testing expertise, fostering a culture of continuous improvement.; 05/01/2023 Team Member: Structured learning opportunities have expanded the team’s knowledge of how they can leverage design capabilities.  This has made collaboration across the team easier and more effective.; 05/01/2023 Team Member: Our team's learning culture has improved, underpinned by our proactive response to Q1's insights regarding product envisioning. The workshops conducted have been instrumental in closing communication gaps, ensuring the team is aligned with a unified and strategic product vision. These sessions have not only enriched our understanding but have also fostered a more cohesive and innovative approach by our team. By embedding these learnings into our daily practices, we've strengthened our ability to adapt and drive forward-thinking solutions. We continue to seek opportunities to further entrench these practices, solidifying continuous improvement as a core component of our culture.; 05/01/2023 Team Member: Structured learning initiatives have been implemented, enhancing our team's skill set and fostering a culture of continuous improvement. This focus on learning has prepared us to tackle future challenges more effectively.; 05/01/2023 Team Member: Structured learning initiatives have fostered a culture of continuous improvement, equipping the team to tackle new challenges with confidence.; 05/01/2023 Team Member: Structured learning sessions have become standard, significantly enhancing our skills and fostering a culture of innovation and adaptability.)","The team has access to ""lesson learned"" documents, and they are utilized","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Learning Culture","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.500000,Improvement,"Time to Market; Employee Satisfaction; Innovation",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Structured learning has broadened testing expertise, fostering a culture of continuous improvement.; 05/01/2023 Team Member: Structured learning opportunities have expanded the team’s knowledge of how they can leverage design capabilities.  This has made collaboration across the team easier and more effective.; 05/01/2023 Team Member: Our team's learning culture has improved, underpinned by our proactive response to Q1's insights regarding product envisioning. The workshops conducted have been instrumental in closing communication gaps, ensuring the team is aligned with a unified and strategic product vision. These sessions have not only enriched our understanding but have also fostered a more cohesive and innovative approach by our team. By embedding these learnings into our daily practices, we've strengthened our ability to adapt and drive forward-thinking solutions. We continue to seek opportunities to further entrench these practices, solidifying continuous improvement as a core component of our culture.; 05/01/2023 Team Member: Structured learning initiatives have been implemented, enhancing our team's skill set and fostering a culture of continuous improvement. This focus on learning has prepared us to tackle future challenges more effectively.; 05/01/2023 Team Member: Structured learning initiatives have fostered a culture of continuous improvement, equipping the team to tackle new challenges with confidence.; 05/01/2023 Team Member: Structured learning sessions have become standard, significantly enhancing our skills and fostering a culture of innovation and adaptability.)","The team allocates time for team members to enhance their skills within their current function (i.e., Dev, QA)","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Learning Culture","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.500000,Improvement,"Time to Market; Employee Satisfaction; Innovation",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Structured learning has broadened testing expertise, fostering a culture of continuous improvement.; 05/01/2023 Team Member: Structured learning opportunities have expanded the team’s knowledge of how they can leverage design capabilities.  This has made collaboration across the team easier and more effective.; 05/01/2023 Team Member: Our team's learning culture has improved, underpinned by our proactive response to Q1's insights regarding product envisioning. The workshops conducted have been instrumental in closing communication gaps, ensuring the team is aligned with a unified and strategic product vision. These sessions have not only enriched our understanding but have also fostered a more cohesive and innovative approach by our team. By embedding these learnings into our daily practices, we've strengthened our ability to adapt and drive forward-thinking solutions. We continue to seek opportunities to further entrench these practices, solidifying continuous improvement as a core component of our culture.; 05/01/2023 Team Member: Structured learning initiatives have been implemented, enhancing our team's skill set and fostering a culture of continuous improvement. This focus on learning has prepared us to tackle future challenges more effectively.; 05/01/2023 Team Member: Structured learning initiatives have fostered a culture of continuous improvement, equipping the team to tackle new challenges with confidence.; 05/01/2023 Team Member: Structured learning sessions have become standard, significantly enhancing our skills and fostering a culture of innovation and adaptability.)","There is a lack of time allocation to experiment with new ways of working, learn new skills, or share knowledge","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Learning Culture","Team Product Agility",5/1/2023 12:00 AM,8,6,0,1.500000,Improvement,"Time to Market; Employee Satisfaction; Innovation",Y,N,"","Please provide insights into the reasons behind your voting decision. (05/01/2023 Team Member: Structured learning has broadened testing expertise, fostering a culture of continuous improvement.; 05/01/2023 Team Member: Structured learning opportunities have expanded the team’s knowledge of how they can leverage design capabilities.  This has made collaboration across the team easier and more effective.; 05/01/2023 Team Member: Our team's learning culture has improved, underpinned by our proactive response to Q1's insights regarding product envisioning. The workshops conducted have been instrumental in closing communication gaps, ensuring the team is aligned with a unified and strategic product vision. These sessions have not only enriched our understanding but have also fostered a more cohesive and innovative approach by our team. By embedding these learnings into our daily practices, we've strengthened our ability to adapt and drive forward-thinking solutions. We continue to seek opportunities to further entrench these practices, solidifying continuous improvement as a core component of our culture.; 05/01/2023 Team Member: Structured learning initiatives have been implemented, enhancing our team's skill set and fostering a culture of continuous improvement. This focus on learning has prepared us to tackle future challenges more effectively.; 05/01/2023 Team Member: Structured learning initiatives have fostered a culture of continuous improvement, equipping the team to tackle new challenges with confidence.; 05/01/2023 Team Member: Structured learning sessions have become standard, significantly enhancing our skills and fostering a culture of innovation and adaptability.)","The team experiments with new ways of working (i.e., process changes within their control) based on learnings from retrospectives","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Member Promoter Score","Team Member Promoter Score",5/1/2023 12:00 AM,5,6,0,3.333300,Metrics,"Employee Satisfaction",N,N,"","","3","Adapting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Member Promoter Score","Team Member Promoter Score",5/1/2023 12:00 AM,5,6,0,3.333300,Metrics,"Employee Satisfaction",N,N,"","","2","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Member Promoter Score","Team Member Promoter Score",5/1/2023 12:00 AM,5,6,0,3.333300,Metrics,"Employee Satisfaction",N,N,"","","4","Optimizing",2,33.34
